Age_group,Attrition,BusinessTravel,DailyRate,Department,Distance_group,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18-30,1,Travel_Rarely,427,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,99,Satisfied,Entry level,Sales Representative,Very satisfied,Divorced,2275,25103,1,Y,Yes,21,High,Dissatisfied,80,Level 2,1-10,2,Good,1-10,2,0,2
31-45,0,Travel_Rarely,921,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,96,Very satisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Married,7879,14810,1,Y,Yes,19,Low,Dissatisfied,80,Level 2,1-10,2,Good,1-10,7,6,7
31-45,0,Travel_Frequently,146,Research & Development,Near-by,Masters degree,Medical,Very dissatisfied,Male,79,Dissatisfied,Entry level,Research Scientist,Very satisfied,Single,4930,13970,0,Y,Yes,14,Low,Satisfied,80,Level 1,1-10,2,Excellent,1-10,4,1,4
31-45,0,Travel_Rarely,1179,Sales,Near-by,Bachelors degree,Medical,Very satisfied,Male,73,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Married,7847,6069,1,Y,Yes,17,Low,Very dissatisfied,80,Level 2,11-20,3,Good,11-20,9,8,8
18-30,0,Travel_Rarely,581,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Male,62,Very satisfied,Entry level,Research Scientist,Satisfied,Married,4401,17616,1,Y,No,16,Low,Very satisfied,80,Level 2,1-10,1,Good,1-10,3,0,4
31-45,0,Travel_Rarely,918,Sales,Near-by,Bachelors degree,Marketing,Very satisfied,Male,35,Satisfied,Mid level Specialist,Sales Executive,Satisfied,Single,9241,15869,1,Y,No,12,Low,Dissatisfied,80,Level 1,11-20,3,Good,11-20,8,8,7
18-30,0,Travel_Rarely,1082,Research & Development,Near-by,Masters degree,Medical,Very satisfied,Female,43,Satisfied,Entry level,Laboratory Technician,Satisfied,Married,2974,25412,9,Y,No,17,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,3,1,2
31-45,0,Travel_Rarely,530,Sales,Near-by,Masters degree,Life Sciences,Satisfied,Female,51,Satisfied,Junior or Associate,Sales Representative,Very satisfied,Single,4502,7439,3,Y,No,15,Low,Satisfied,80,Level 1,11-20,2,Average,11-20,7,6,7
31-45,0,Non-Travel,1238,Research & Development,Near-by,Technical Training,Life Sciences,Satisfied,Male,74,Dissatisfied,Mid level Specialist,Healthcare Representative,Satisfied,Married,10748,3395,3,Y,No,23,High,Very satisfied,80,Level 2,21-30,3,Average,21-30,15,14,4
18-30,1,Travel_Rarely,240,Human Resources,Very far,Technical Training,Human Resources,Very satisfied,Male,58,Very dissatisfied,Entry level,Human Resources,Satisfied,Married,1555,11585,1,Y,No,11,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,0,0,0
46-60,1,Travel_Frequently,1093,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,82,Very dissatisfied,Senior,Sales Executive,Satisfied,Married,12936,24164,7,Y,No,11,Low,Satisfied,80,Level 1,21-30,3,Bad,21-30,5,14,10
18-30,0,Travel_Rarely,390,Research & Development,Far,Masters degree,Medical,Very satisfied,Male,62,Very dissatisfied,Entry level,Laboratory Technician,Satisfied,Married,2305,6217,1,Y,No,15,Low,Satisfied,80,Level 4,1-10,3,Excellent,1-10,2,0,2
31-45,0,Travel_Rarely,1005,Research & Development,Very far,College,Technical Degree,Very satisfied,Female,48,Dissatisfied,Senior,Research Director,Dissatisfied,Single,16704,17119,1,Y,No,11,Low,Satisfied,80,Level 1,21-30,2,Good,21-30,6,8,6
31-45,0,Travel_Frequently,585,Research & Development,Far,Bachelors degree,Life Sciences,Very dissatisfied,Male,56,Satisfied,Entry level,Research Scientist,Satisfied,Married,3433,17360,6,Y,No,13,Low,Very dissatisfied,80,Level 2,11-20,3,Average,1-10,2,1,3
31-45,0,Travel_Rarely,741,Research & Development,Near-by,Masters degree,Life Sciences,Dissatisfied,Male,69,Satisfied,Entry level,Laboratory Technician,Satisfied,Married,3477,18103,1,Y,No,14,Low,Very satisfied,80,Level 2,1-10,2,Excellent,1-10,2,0,3
31-45,0,Non-Travel,552,Human Resources,Near-by,Bachelors degree,Human Resources,Satisfied,Male,60,Very dissatisfied,Junior or Associate,Human Resources,Dissatisfied,Married,6430,20794,6,Y,No,19,Low,Dissatisfied,80,Level 2,11-20,4,Good,1-10,2,1,2
31-45,0,Travel_Rarely,369,Research & Development,Near-by,College,Life Sciences,Dissatisfied,Female,92,Satisfied,Junior or Associate,Manufacturing Director,Very dissatisfied,Married,6516,5041,2,Y,Yes,16,Low,Dissatisfied,80,Level 2,11-20,3,Good,1-10,0,0,0
18-30,0,Travel_Rarely,506,Research & Development,Very far,Technical Training,Medical,Dissatisfied,Male,91,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Divorced,3907,3622,1,Y,No,13,Low,Dissatisfied,80,Level 4,1-10,2,Excellent,1-10,2,1,2
46-60,0,Travel_Rarely,717,Research & Development,Far,Masters degree,Life Sciences,Satisfied,Male,34,Satisfied,Junior or Associate,Healthcare Representative,Dissatisfied,Single,5562,9697,6,Y,No,14,Low,Very satisfied,80,Level 1,11-20,3,Good,11-20,7,0,9
31-45,0,Travel_Rarely,1370,Research & Development,Very far,Masters degree,Life Sciences,Very satisfied,Male,49,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,6883,5151,2,Y,No,16,Low,Dissatisfied,80,Level 2,11-20,3,Good,1-10,7,0,7
18-30,0,Travel_Rarely,793,Research & Development,Far,Technical Training,Life Sciences,Dissatisfied,Male,33,Satisfied,Entry level,Research Scientist,Very satisfied,Married,2862,3811,1,Y,No,12,Low,Dissatisfied,80,Level 2,11-20,2,Average,11-20,0,0,8
46-60,0,Non-Travel,543,Sales,Near-by,Masters degree,Marketing,Satisfied,Male,87,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,4978,3536,7,Y,No,11,Low,Very satisfied,80,Level 2,1-10,3,Bad,1-10,0,0,0
46-60,0,Travel_Rarely,1277,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,74,Satisfied,Mid level Specialist,Sales Executive,Very satisfied,Divorced,10368,5596,4,Y,Yes,12,Low,Dissatisfied,80,Level 2,11-20,5,Average,11-20,6,0,3
31-45,1,Travel_Rarely,1456,Sales,Far,Doctorate degree,Marketing,Dissatisfied,Male,96,Dissatisfied,Junior or Associate,Sales Executive,Very dissatisfied,Divorced,6134,8658,5,Y,Yes,13,Low,Dissatisfied,80,Level 4,11-20,3,Good,1-10,2,2,2
31-45,1,Travel_Rarely,964,Sales,Near-by,College,Life Sciences,Very dissatisfied,Male,34,Very dissatisfied,Junior or Associate,Sales Executive,Dissatisfied,Single,6735,12147,6,Y,No,15,Low,Dissatisfied,80,Level 1,11-20,2,Good,1-10,0,0,0
18-30,0,Travel_Rarely,160,Research & Development,Near-by,Technical Training,Medical,Satisfied,Female,51,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Single,3295,12862,1,Y,No,13,Low,Satisfied,80,Level 1,1-10,3,Bad,1-10,2,1,2
31-45,0,Travel_Frequently,163,Research & Development,Very far,Technical Training,Technical Degree,Very satisfied,Female,30,Satisfied,Junior or Associate,Manufacturing Director,Very satisfied,Single,5238,6670,2,Y,No,20,High,Very satisfied,80,Level 1,1-10,3,Average,1-10,4,1,4
31-45,0,Non-Travel,792,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,77,Satisfied,Junior or Associate,Laboratory Technician,Very satisfied,Married,6472,8989,1,Y,Yes,15,Low,Very satisfied,80,Level 2,1-10,2,Good,1-10,8,5,8
31-45,0,Travel_Rarely,371,Sales,Far,Bachelors degree,Life Sciences,Very satisfied,Male,80,Very dissatisfied,Mid level Specialist,Sales Executive,Satisfied,Married,9610,3840,3,Y,No,13,Low,Satisfied,80,Level 2,11-20,2,Bad,1-10,3,0,2
31-45,0,Travel_Rarely,611,Sales,Near-by,Masters degree,Medical,Dissatisfied,Male,88,Satisfied,Executive,Manager,Dissatisfied,Single,19833,4349,1,Y,No,14,Low,Dissatisfied,80,Level 1,21-30,3,Average,21-30,8,12,8
31-45,0,Travel_Rarely,176,Human Resources,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,56,Very dissatisfied,Mid level Specialist,Human Resources,Satisfied,Married,9756,6595,4,Y,No,21,High,Satisfied,80,Level 3,1-10,2,Excellent,1-10,0,0,3
18-30,0,Travel_Frequently,1312,Research & Development,Near-by,Masters degree,Technical Degree,Very satisfied,Female,78,Dissatisfied,Entry level,Research Scientist,Very dissatisfied,Single,4968,26427,0,Y,No,16,Low,Very satisfied,80,Level 1,11-20,2,Good,1-10,7,0,7
18-30,0,Travel_Frequently,897,Human Resources,Far,Bachelors degree,Medical,Very dissatisfied,Male,59,Satisfied,Entry level,Human Resources,Very satisfied,Married,2145,2097,0,Y,No,14,Low,Very satisfied,80,Level 2,1-10,2,Good,1-10,2,2,1
18-30,1,Travel_Frequently,600,Human Resources,Near-by,Bachelors degree,Human Resources,Satisfied,Female,66,Dissatisfied,Entry level,Human Resources,Very satisfied,Divorced,2180,9732,6,Y,No,11,Low,Satisfied,80,Level 2,1-10,0,Average,1-10,2,1,2
31-45,0,Travel_Rarely,1003,Sales,Near-by,Bachelors degree,Technical Degree,Very dissatisfied,Male,51,Satisfied,Junior or Associate,Sales Executive,Satisfied,Married,8346,20943,1,Y,No,19,Low,Satisfied,80,Level 2,1-10,3,Good,1-10,2,0,2
18-30,0,Travel_Rarely,1054,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Female,67,Satisfied,Entry level,Research Scientist,Very satisfied,Single,3445,6152,1,Y,No,11,Low,Satisfied,80,Level 1,1-10,5,Average,1-10,2,1,4
18-30,1,Travel_Rarely,428,Sales,Near-by,Bachelors degree,Marketing,Dissatisfied,Female,52,Very dissatisfied,Entry level,Sales Representative,Dissatisfied,Single,2760,14630,1,Y,No,13,Low,Satisfied,80,Level 1,1-10,3,Good,1-10,2,2,2
18-30,0,Travel_Frequently,461,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,70,Very satisfied,Junior or Associate,Healthcare Representative,Satisfied,Single,6294,23060,8,Y,Yes,12,Low,Very satisfied,80,Level 1,11-20,5,Excellent,1-10,2,0,2
18-30,0,Travel_Rarely,979,Sales,Far,College,Marketing,Satisfied,Male,94,Dissatisfied,Mid level Specialist,Sales Executive,Very dissatisfied,Divorced,7140,3088,2,Y,No,11,Low,Very dissatisfied,80,Level 2,11-20,2,Good,1-10,7,1,7
31-45,0,Travel_Rarely,181,Research & Development,Near-by,Masters degree,Medical,Very satisfied,Male,97,Very satisfied,Entry level,Research Scientist,Very satisfied,Married,2932,5586,0,Y,Yes,14,Low,Very dissatisfied,80,Level 4,1-10,3,Good,1-10,0,1,2
31-45,0,Non-Travel,1283,Sales,Near-by,Bachelors degree,Marketing,Very satisfied,Female,62,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Single,5147,10697,8,Y,No,15,Low,Very satisfied,80,Level 1,11-20,2,Average,11-20,7,1,7
46-60,0,Travel_Rarely,1313,Sales,Far,Masters degree,Marketing,Very satisfied,Female,80,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Single,4507,8191,3,Y,No,12,Low,Satisfied,80,Level 1,1-10,1,Excellent,1-10,1,0,4
31-45,1,Travel_Rarely,211,Sales,Far,Bachelors degree,Life Sciences,Very dissatisfied,Female,74,Satisfied,Mid level Specialist,Sales Executive,Very dissatisfied,Single,8564,10092,2,Y,Yes,20,High,Satisfied,80,Level 1,11-20,2,Average,1-10,0,0,0
31-45,0,Travel_Frequently,594,Research & Development,Near-by,College,Medical,Satisfied,Female,75,Dissatisfied,Entry level,Laboratory Technician,Dissatisfied,Married,2468,15963,4,Y,No,14,Low,Dissatisfied,80,Level 2,1-10,4,Average,1-10,1,0,5
31-45,1,Travel_Rarely,1079,Sales,Far,Masters degree,Marketing,Very dissatisfied,Male,70,Satisfied,Mid level Specialist,Sales Executive,Satisfied,Married,8161,19002,2,Y,No,13,Low,Very dissatisfied,80,Level 4,11-20,2,Good,1-10,0,0,0
18-30,0,Travel_Rarely,590,Research & Development,Near-by,Bachelors degree,Technical Degree,Very satisfied,Female,91,Dissatisfied,Entry level,Research Scientist,Very dissatisfied,Divorced,2109,10007,1,Y,No,13,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,0,0,0
18-30,0,Travel_Rarely,305,Research & Development,Far,Bachelors degree,Life Sciences,Satisfied,Male,58,Very satisfied,Junior or Associate,Healthcare Representative,Satisfied,Married,5294,9128,3,Y,No,16,Low,Satisfied,80,Level 2,11-20,3,Good,1-10,0,1,7
31-45,0,Non-Travel,953,Research & Development,Near-by,Masters degree,Technical Degree,Dissatisfied,Male,65,Satisfied,Entry level,Research Scientist,Dissatisfied,Single,2718,17674,2,Y,No,14,Low,Dissatisfied,80,Level 1,11-20,3,Good,1-10,7,0,7
31-45,0,Travel_Rarely,833,Research & Development,Far,Bachelors degree,Medical,Dissatisfied,Male,60,Very dissatisfied,Junior or Associate,Healthcare Representative,Very satisfied,Married,5811,24539,3,Y,Yes,16,Low,Satisfied,80,Level 2,11-20,2,Good,1-10,0,1,0
31-45,1,Travel_Frequently,807,Research & Development,Far,Bachelors degree,Technical Degree,Satisfied,Male,38,Dissatisfied,Entry level,Research Scientist,Satisfied,Married,2437,15587,9,Y,Yes,16,Low,Very satisfied,80,Level 2,1-10,4,Good,1-10,0,0,0
31-45,0,Travel_Rarely,855,Research & Development,Far,Bachelors degree,Medical,Dissatisfied,Male,57,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Divorced,2766,8952,8,Y,No,22,High,Dissatisfied,80,Level 4,1-10,6,Average,1-10,3,0,4
46-60,0,Travel_Rarely,478,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Male,60,Dissatisfied,Executive,Research Director,Very dissatisfied,Married,19038,19805,8,Y,No,12,Low,Dissatisfied,80,Level 4,31-40,2,Good,1-10,0,0,0
31-45,0,Non-Travel,775,Research & Development,Near-by,Bachelors degree,Technical Degree,Very satisfied,Male,90,Satisfied,Junior or Associate,Research Scientist,Dissatisfied,Divorced,3055,6194,5,Y,No,15,Low,Very satisfied,80,Level 3,11-20,2,Average,1-10,8,1,7
31-45,0,Travel_Rarely,548,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Male,94,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Divorced,2289,20520,1,Y,No,20,High,Dissatisfied,80,Level 3,1-10,2,Good,1-10,3,0,4
31-45,0,Non-Travel,1375,Sales,Far,Bachelors degree,Life Sciences,Very satisfied,Male,87,Satisfied,Junior or Associate,Sales Executive,Satisfied,Divorced,4001,12313,1,Y,Yes,14,Low,Satisfied,80,Level 2,11-20,3,Good,11-20,14,0,7
46-60,0,Non-Travel,661,Research & Development,Near-by,Masters degree,Medical,Very dissatisfied,Female,60,Dissatisfied,Senior,Manufacturing Director,Satisfied,Married,12965,22308,4,Y,Yes,20,High,Very satisfied,80,Level 4,21-30,2,Average,1-10,2,0,2
31-45,0,Travel_Rarely,244,Human Resources,Near-by,Bachelors degree,Life Sciences,Dissatisfied,Male,97,Satisfied,Entry level,Human Resources,Very satisfied,Single,3539,5033,0,Y,No,13,Low,Dissatisfied,80,Level 1,11-20,5,Good,1-10,7,1,8
31-45,0,Travel_Rarely,511,Sales,Near-by,College,Life Sciences,Very satisfied,Female,32,Very dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Single,6029,25353,5,Y,No,12,Low,Very dissatisfied,80,Level 1,1-10,3,Good,1-10,2,2,2
18-30,1,Travel_Rarely,337,Sales,Near-by,Technical Training,Marketing,Dissatisfied,Male,31,Satisfied,Entry level,Sales Representative,Dissatisfied,Single,2679,4567,1,Y,No,13,Low,Dissatisfied,80,Level 1,1-10,3,Good,1-10,0,1,0
31-45,0,Travel_Rarely,1153,Research & Development,Near-by,College,Other,Very satisfied,Female,40,Dissatisfied,Entry level,Laboratory Technician,Satisfied,Married,3702,16376,1,Y,No,11,Low,Dissatisfied,80,Level 2,1-10,3,Good,1-10,4,0,4
18-30,1,Travel_Rarely,1294,Research & Development,Near-by,Technical Training,Medical,Satisfied,Female,79,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,2398,15999,1,Y,Yes,17,Low,Satisfied,80,Level 1,1-10,6,Good,1-10,0,0,0
31-45,0,Travel_Rarely,196,Sales,Very far,Masters degree,Marketing,Very dissatisfied,Female,91,Dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Married,5468,13402,1,Y,No,14,Low,Very dissatisfied,80,Level 3,11-20,3,Good,11-20,7,5,7
46-60,0,Travel_Rarely,942,Research & Development,Near-by,Bachelors degree,Technical Degree,Very dissatisfied,Female,53,Satisfied,Mid level Specialist,Manager,Satisfied,Married,13116,22984,2,Y,No,11,Low,Very satisfied,80,Level 1,11-20,2,Good,1-10,2,2,2
31-45,0,Travel_Rarely,589,Sales,Near-by,College,Marketing,Dissatisfied,Male,46,Dissatisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,4189,8800,1,Y,No,14,Low,Very dissatisfied,80,Level 3,1-10,2,Good,1-10,2,0,3
46-60,0,Travel_Rarely,734,Research & Development,Near-by,Masters degree,Medical,Satisfied,Male,46,Satisfied,Executive,Research Director,Very satisfied,Divorced,19328,14218,7,Y,Yes,17,Low,Satisfied,80,Level 2,21-30,3,Good,1-10,1,2,2
31-45,0,Travel_Rarely,1383,Research & Development,Far,Bachelors degree,Life Sciences,Very satisfied,Male,90,Satisfied,Mid level Specialist,Healthcare Representative,Very dissatisfied,Married,8321,25949,7,Y,Yes,13,Low,Very satisfied,80,Level 2,11-20,1,Good,11-20,8,5,7
31-45,1,Travel_Frequently,429,Research & Development,Near-by,College,Medical,Satisfied,Male,99,Satisfied,Entry level,Research Scientist,Dissatisfied,Divorced,2342,11092,1,Y,Yes,12,Low,Satisfied,80,Level 4,1-10,2,Average,1-10,3,2,3
31-45,0,Travel_Rarely,1239,Human Resources,Near-by,College,Other,Satisfied,Male,89,Satisfied,Junior or Associate,Human Resources,Dissatisfied,Divorced,4071,12832,2,Y,No,13,Low,Satisfied,80,Level 1,11-20,4,Average,11-20,0,4,7
31-45,1,Travel_Rarely,303,Sales,Very far,Bachelors degree,Life Sciences,Satisfied,Male,84,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Single,5813,13492,1,Y,Yes,18,Low,Very satisfied,80,Level 1,11-20,2,Good,11-20,7,7,7
31-45,0,Travel_Rarely,867,Research & Development,Near-by,Masters degree,Life Sciences,Very satisfied,Male,90,Very satisfied,Entry level,Research Scientist,Very dissatisfied,Married,3143,6076,6,Y,No,19,Low,Dissatisfied,80,Level 2,11-20,1,Good,11-20,8,7,6
18-30,0,Travel_Rarely,1181,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,82,Satisfied,Entry level,Research Scientist,Very satisfied,Married,2044,5531,1,Y,No,11,Low,Satisfied,80,Level 2,1-10,6,Excellent,1-10,3,0,3
31-45,0,Travel_Rarely,1253,Research & Development,Far,Technical Training,Medical,Satisfied,Male,65,Satisfied,Mid level Specialist,Research Director,Satisfied,Single,13464,7914,7,Y,No,21,High,Satisfied,80,Level 1,1-10,3,Good,1-10,3,2,2
46-60,0,Non-Travel,849,Sales,Very far,College,Life Sciences,Dissatisfied,Male,98,Dissatisfied,Junior or Associate,Sales Executive,Dissatisfied,Single,7991,25166,8,Y,No,15,Low,Satisfied,80,Level 1,1-10,3,Good,1-10,2,2,2
31-45,0,Travel_Rarely,616,Research & Development,Near-by,College,Life Sciences,Satisfied,Female,99,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,3377,25605,4,Y,No,17,Low,Very satisfied,80,Level 2,1-10,5,Average,1-10,3,0,2
31-45,0,Travel_Rarely,1128,Research & Development,Far,Bachelors degree,Medical,Dissatisfied,Male,95,Very satisfied,Junior or Associate,Healthcare Representative,Very dissatisfied,Married,5538,5696,5,Y,No,18,Low,Satisfied,80,Level 3,11-20,2,Average,1-10,0,0,0
31-45,0,Non-Travel,1180,Research & Development,Near-by,College,Medical,Dissatisfied,Male,90,Satisfied,Junior or Associate,Manufacturing Director,Very satisfied,Divorced,5762,24442,2,Y,No,14,Low,Satisfied,80,Level 2,11-20,6,Good,1-10,7,1,7
31-45,0,Non-Travel,1336,Human Resources,Near-by,Bachelors degree,Human Resources,Very dissatisfied,Male,100,Satisfied,Entry level,Human Resources,Dissatisfied,Divorced,2592,7129,5,Y,No,13,Low,Very satisfied,80,Level 4,11-20,3,Good,11-20,10,3,8
31-45,1,Travel_Frequently,234,Research & Development,Near-by,Masters degree,Life Sciences,Very satisfied,Male,93,Satisfied,Junior or Associate,Laboratory Technician,Very dissatisfied,Married,5346,6208,4,Y,No,17,Low,Satisfied,80,Level 2,11-20,3,Average,1-10,1,0,7
31-45,1,Travel_Rarely,370,Research & Development,Far,Masters degree,Medical,Very satisfied,Male,58,Satisfied,Junior or Associate,Manufacturing Director,Very dissatisfied,Single,4213,4992,1,Y,No,15,Low,Dissatisfied,80,Level 1,11-20,4,Bad,11-20,3,0,8
31-45,0,Travel_Frequently,766,Sales,Very far,Bachelors degree,Life Sciences,Satisfied,Male,83,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Divorced,4127,19188,2,Y,No,18,Low,Very satisfied,80,Level 2,1-10,6,Good,1-10,1,2,2
31-45,0,Non-Travel,343,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Male,52,Satisfied,Entry level,Research Scientist,Satisfied,Single,2438,24978,4,Y,No,13,Low,Satisfied,80,Level 1,1-10,2,Average,1-10,2,1,2
31-45,0,Travel_Rarely,447,Research & Development,Near-by,Bachelors degree,Life Sciences,Dissatisfied,Male,85,Very satisfied,Junior or Associate,Healthcare Representative,Dissatisfied,Single,6870,15530,3,Y,No,12,Low,Very dissatisfied,80,Level 1,11-20,3,Bad,1-10,2,1,2
31-45,0,Travel_Rarely,796,Sales,Near-by,Technical Training,Marketing,Satisfied,Female,81,Satisfied,Mid level Specialist,Sales Executive,Satisfied,Divorced,10447,26458,0,Y,Yes,13,Low,Very satisfied,80,Level 2,21-30,3,Excellent,21-30,14,13,5
